country_name,measure,bin,n
Malaysia,es_iat_sex_age_order_explicit_resid,-6.5,1
Malaysia,es_iat_sex_age_order_explicit_resid,-5.5,4
Malaysia,es_iat_sex_age_order_explicit_resid,-4.5,7
Malaysia,es_iat_sex_age_order_explicit_resid,-3.5,27
Malaysia,es_iat_sex_age_order_explicit_resid,-2.75,1
Malaysia,es_iat_sex_age_order_explicit_resid,-2.5,29
Malaysia,es_iat_sex_age_order_explicit_resid,-1.75,8
Malaysia,es_iat_sex_age_order_explicit_resid,-1.5,261
Malaysia,es_iat_sex_age_order_explicit_resid,-0.75,6
Malaysia,es_iat_sex_age_order_explicit_resid,-0.5,120
Malaysia,es_iat_sex_age_order_explicit_resid,0.25,4
Malaysia,es_iat_sex_age_order_explicit_resid,0.5,149
Malaysia,es_iat_sex_age_order_explicit_resid,1.25,2
Malaysia,es_iat_sex_age_order_explicit_resid,1.5,62
Malaysia,es_iat_sex_age_order_explicit_resid,2.25,3
Malaysia,es_iat_sex_age_order_explicit_resid,2.5,95
Malaysia,es_iat_sex_age_order_explicit_resid,3.5,39
Malaysia,es_iat_sex_age_order_explicit_resid,4.25,3
Malaysia,es_iat_sex_age_order_explicit_resid,4.5,40
Malaysia,es_iat_sex_age_order_explicit_resid,NA,25
Malaysia,es_iat_sex_age_order_implicit_resid,-1.5,1
Malaysia,es_iat_sex_age_order_implicit_resid,-1.25,1
Malaysia,es_iat_sex_age_order_implicit_resid,-1,8
Malaysia,es_iat_sex_age_order_implicit_resid,-0.75,49
Malaysia,es_iat_sex_age_order_implicit_resid,-0.5,86
Malaysia,es_iat_sex_age_order_implicit_resid,-0.25,195
Malaysia,es_iat_sex_age_order_implicit_resid,0,248
Malaysia,es_iat_sex_age_order_implicit_resid,0.25,201
Malaysia,es_iat_sex_age_order_implicit_resid,0.5,72
Malaysia,es_iat_sex_age_order_implicit_resid,0.75,23
Malaysia,es_iat_sex_age_order_implicit_resid,1,3
Malaysia,explicit_dif,-6,1
Malaysia,explicit_dif,-5,1
Malaysia,explicit_dif,-4,4
Malaysia,explicit_dif,-3,7
Malaysia,explicit_dif,-2,27
Malaysia,explicit_dif,-1,30
Malaysia,explicit_dif,0,269
Malaysia,explicit_dif,1,126
Malaysia,explicit_dif,2,153
Malaysia,explicit_dif,3,64
Malaysia,explicit_dif,4,98
Malaysia,explicit_dif,5,39
Malaysia,explicit_dif,6,43
Malaysia,explicit_dif,NA,25
Malaysia,overall_iat_D_score,-1,2
Malaysia,overall_iat_D_score,-0.75,6
Malaysia,overall_iat_D_score,-0.5,24
Malaysia,overall_iat_D_score,-0.25,62
Malaysia,overall_iat_D_score,0,139
Malaysia,overall_iat_D_score,0.25,234
Malaysia,overall_iat_D_score,0.5,214
Malaysia,overall_iat_D_score,0.75,154
Malaysia,overall_iat_D_score,1,41
Malaysia,overall_iat_D_score,1.25,11
Mexico,es_iat_sex_age_order_explicit_resid,-7.5,2
Mexico,es_iat_sex_age_order_explicit_resid,-6.5,2
Mexico,es_iat_sex_age_order_explicit_resid,-5.5,2
Mexico,es_iat_sex_age_order_explicit_resid,-4.5,7
Mexico,es_iat_sex_age_order_explicit_resid,-3.5,10
Mexico,es_iat_sex_age_order_explicit_resid,-2.75,2
Mexico,es_iat_sex_age_order_explicit_resid,-2.5,24
Mexico,es_iat_sex_age_order_explicit_resid,-1.75,11
Mexico,es_iat_sex_age_order_explicit_resid,-1.5,323
Mexico,es_iat_sex_age_order_explicit_resid,-0.75,3
Mexico,es_iat_sex_age_order_explicit_resid,-0.5,173
Mexico,es_iat_sex_age_order_explicit_resid,0.25,11
Mexico,es_iat_sex_age_order_explicit_resid,0.5,173
Mexico,es_iat_sex_age_order_explicit_resid,1.25,4
Mexico,es_iat_sex_age_order_explicit_resid,1.5,84
Mexico,es_iat_sex_age_order_explicit_resid,2.25,5
Mexico,es_iat_sex_age_order_explicit_resid,2.5,75
Mexico,es_iat_sex_age_order_explicit_resid,3.25,4
Mexico,es_iat_sex_age_order_explicit_resid,3.5,47
Mexico,es_iat_sex_age_order_explicit_resid,4.25,5
Mexico,es_iat_sex_age_order_explicit_resid,4.5,46
Mexico,es_iat_sex_age_order_explicit_resid,NA,16
Mexico,es_iat_sex_age_order_implicit_resid,-1.25,3
Mexico,es_iat_sex_age_order_implicit_resid,-1,8
Mexico,es_iat_sex_age_order_implicit_resid,-0.75,51
Mexico,es_iat_sex_age_order_implicit_resid,-0.5,101
Mexico,es_iat_sex_age_order_implicit_resid,-0.25,211
Mexico,es_iat_sex_age_order_implicit_resid,-0,290
Mexico,es_iat_sex_age_order_implicit_resid,0.25,238
Mexico,es_iat_sex_age_order_implicit_resid,0.5,102
Mexico,es_iat_sex_age_order_implicit_resid,0.75,22
Mexico,es_iat_sex_age_order_implicit_resid,1,3
Mexico,explicit_dif,-6,2
Mexico,explicit_dif,-5,2
Mexico,explicit_dif,-4,2
Mexico,explicit_dif,-3,7
Mexico,explicit_dif,-2,10
Mexico,explicit_dif,-1,26
Mexico,explicit_dif,0,334
Mexico,explicit_dif,1,176
Mexico,explicit_dif,2,184
Mexico,explicit_dif,3,88
Mexico,explicit_dif,4,80
Mexico,explicit_dif,5,51
Mexico,explicit_dif,6,51
Mexico,explicit_dif,NA,16
Mexico,overall_iat_D_score,-0.75,4
Mexico,overall_iat_D_score,-0.5,25
Mexico,overall_iat_D_score,-0.25,76
Mexico,overall_iat_D_score,-0,157
Mexico,overall_iat_D_score,0.25,257
Mexico,overall_iat_D_score,0.5,279
Mexico,overall_iat_D_score,0.75,177
Mexico,overall_iat_D_score,1,44
Mexico,overall_iat_D_score,1.25,10
Netherlands,es_iat_sex_age_order_explicit_resid,-6.5,1
Netherlands,es_iat_sex_age_order_explicit_resid,-5.5,1
Netherlands,es_iat_sex_age_order_explicit_resid,-4.5,9
Netherlands,es_iat_sex_age_order_explicit_resid,-3.75,2
Netherlands,es_iat_sex_age_order_explicit_resid,-3.5,14
Netherlands,es_iat_sex_age_order_explicit_resid,-2.75,2
Netherlands,es_iat_sex_age_order_explicit_resid,-2.5,43
Netherlands,es_iat_sex_age_order_explicit_resid,-1.75,52
Netherlands,es_iat_sex_age_order_explicit_resid,-1.5,864
Netherlands,es_iat_sex_age_order_explicit_resid,-0.75,41
Netherlands,es_iat_sex_age_order_explicit_resid,-0.5,698
Netherlands,es_iat_sex_age_order_explicit_resid,0.25,56
Netherlands,es_iat_sex_age_order_explicit_resid,0.5,1001
Netherlands,es_iat_sex_age_order_explicit_resid,1.25,13
Netherlands,es_iat_sex_age_order_explicit_resid,1.5,335
Netherlands,es_iat_sex_age_order_explicit_resid,2.25,18
Netherlands,es_iat_sex_age_order_explicit_resid,2.5,378
Netherlands,es_iat_sex_age_order_explicit_resid,3.25,9
Netherlands,es_iat_sex_age_order_explicit_resid,3.5,104
Netherlands,es_iat_sex_age_order_explicit_resid,4.25,7
Netherlands,es_iat_sex_age_order_explicit_resid,4.5,72
Netherlands,es_iat_sex_age_order_explicit_resid,NA,53
Netherlands,es_iat_sex_age_order_implicit_resid,-1.25,6
Netherlands,es_iat_sex_age_order_implicit_resid,-1,28
Netherlands,es_iat_sex_age_order_implicit_resid,-0.75,110
Netherlands,es_iat_sex_age_order_implicit_resid,-0.5,310
Netherlands,es_iat_sex_age_order_implicit_resid,-0.25,709
Netherlands,es_iat_sex_age_order_implicit_resid,0,1006
Netherlands,es_iat_sex_age_order_implicit_resid,0.25,962
Netherlands,es_iat_sex_age_order_implicit_resid,0.5,499
Netherlands,es_iat_sex_age_order_implicit_resid,0.75,134
Netherlands,es_iat_sex_age_order_implicit_resid,1,9
Netherlands,explicit_dif,-5,1
Netherlands,explicit_dif,-4,1
Netherlands,explicit_dif,-3,9
Netherlands,explicit_dif,-2,16
Netherlands,explicit_dif,-1,45
Netherlands,explicit_dif,0,916
Netherlands,explicit_dif,1,739
Netherlands,explicit_dif,2,1057
Netherlands,explicit_dif,3,348
Netherlands,explicit_dif,4,396
Netherlands,explicit_dif,5,113
Netherlands,explicit_dif,6,79
Netherlands,explicit_dif,NA,53
Netherlands,overall_iat_D_score,-0.75,17
Netherlands,overall_iat_D_score,-0.5,65
Netherlands,overall_iat_D_score,-0.25,182
Netherlands,overall_iat_D_score,0,487
Netherlands,overall_iat_D_score,0.25,812
Netherlands,overall_iat_D_score,0.5,1071
Netherlands,overall_iat_D_score,0.75,785
Netherlands,overall_iat_D_score,1,308
Netherlands,overall_iat_D_score,1.25,45
Netherlands,overall_iat_D_score,1.5,1
New Zealand,es_iat_sex_age_order_explicit_resid,-5.5,1
New Zealand,es_iat_sex_age_order_explicit_resid,-4.5,9
New Zealand,es_iat_sex_age_order_explicit_resid,-3.5,13
New Zealand,es_iat_sex_age_order_explicit_resid,-2.5,39
New Zealand,es_iat_sex_age_order_explicit_resid,-1.75,40
New Zealand,es_iat_sex_age_order_explicit_resid,-1.5,769
New Zealand,es_iat_sex_age_order_explicit_resid,-0.75,33
New Zealand,es_iat_sex_age_order_explicit_resid,-0.5,593
New Zealand,es_iat_sex_age_order_explicit_resid,0.25,40
New Zealand,es_iat_sex_age_order_explicit_resid,0.5,639
New Zealand,es_iat_sex_age_order_explicit_resid,1.25,7
New Zealand,es_iat_sex_age_order_explicit_resid,1.5,284
New Zealand,es_iat_sex_age_order_explicit_resid,2.25,12
New Zealand,es_iat_sex_age_order_explicit_resid,2.5,245
New Zealand,es_iat_sex_age_order_explicit_resid,3.25,4
New Zealand,es_iat_sex_age_order_explicit_resid,3.5,95
New Zealand,es_iat_sex_age_order_explicit_resid,4.25,1
New Zealand,es_iat_sex_age_order_explicit_resid,4.5,70
New Zealand,es_iat_sex_age_order_explicit_resid,NA,43
New Zealand,es_iat_sex_age_order_implicit_resid,-2,1
New Zealand,es_iat_sex_age_order_implicit_resid,-1.75,2
New Zealand,es_iat_sex_age_order_implicit_resid,-1.25,4
New Zealand,es_iat_sex_age_order_implicit_resid,-1,22
New Zealand,es_iat_sex_age_order_implicit_resid,-0.75,102
New Zealand,es_iat_sex_age_order_implicit_resid,-0.5,315
New Zealand,es_iat_sex_age_order_implicit_resid,-0.25,570
New Zealand,es_iat_sex_age_order_implicit_resid,-0,782
New Zealand,es_iat_sex_age_order_implicit_resid,0.25,739
New Zealand,es_iat_sex_age_order_implicit_resid,0.5,334
New Zealand,es_iat_sex_age_order_implicit_resid,0.75,58
New Zealand,es_iat_sex_age_order_implicit_resid,1,8
New Zealand,explicit_dif,-4,1
New Zealand,explicit_dif,-3,9
New Zealand,explicit_dif,-2,13
New Zealand,explicit_dif,-1,39
New Zealand,explicit_dif,0,809
New Zealand,explicit_dif,1,626
New Zealand,explicit_dif,2,679
New Zealand,explicit_dif,3,291
New Zealand,explicit_dif,4,257
New Zealand,explicit_dif,5,99
New Zealand,explicit_dif,6,71
New Zealand,explicit_dif,NA,43
New Zealand,overall_iat_D_score,-1.5,1
New Zealand,overall_iat_D_score,-1.25,2
New Zealand,overall_iat_D_score,-1,1
New Zealand,overall_iat_D_score,-0.75,8
New Zealand,overall_iat_D_score,-0.5,51
New Zealand,overall_iat_D_score,-0.25,200
New Zealand,overall_iat_D_score,-0,425
New Zealand,overall_iat_D_score,0.25,648
New Zealand,overall_iat_D_score,0.5,831
New Zealand,overall_iat_D_score,0.75,563
New Zealand,overall_iat_D_score,1,183
New Zealand,overall_iat_D_score,1.25,23
New Zealand,overall_iat_D_score,1.5,1
Norway,es_iat_sex_age_order_explicit_resid,-7.75,1
Norway,es_iat_sex_age_order_explicit_resid,-4.5,3
Norway,es_iat_sex_age_order_explicit_resid,-3.5,7
Norway,es_iat_sex_age_order_explicit_resid,-2.5,16
Norway,es_iat_sex_age_order_explicit_resid,-1.75,12
Norway,es_iat_sex_age_order_explicit_resid,-1.5,386
Norway,es_iat_sex_age_order_explicit_resid,-0.75,7
Norway,es_iat_sex_age_order_explicit_resid,-0.5,355
Norway,es_iat_sex_age_order_explicit_resid,0.25,11
Norway,es_iat_sex_age_order_explicit_resid,0.5,365
Norway,es_iat_sex_age_order_explicit_resid,1.25,3
Norway,es_iat_sex_age_order_explicit_resid,1.5,75
Norway,es_iat_sex_age_order_explicit_resid,2.25,1
Norway,es_iat_sex_age_order_explicit_resid,2.5,68
Norway,es_iat_sex_age_order_explicit_resid,3.25,1
Norway,es_iat_sex_age_order_explicit_resid,3.5,12
Norway,es_iat_sex_age_order_explicit_resid,4.25,2
Norway,es_iat_sex_age_order_explicit_resid,4.5,11
Norway,es_iat_sex_age_order_explicit_resid,NA,21
Norway,es_iat_sex_age_order_implicit_resid,-1.75,1
Norway,es_iat_sex_age_order_implicit_resid,-1,12
Norway,es_iat_sex_age_order_implicit_resid,-0.75,42
Norway,es_iat_sex_age_order_implicit_resid,-0.5,162
Norway,es_iat_sex_age_order_implicit_resid,-0.25,291
Norway,es_iat_sex_age_order_implicit_resid,-0,380
Norway,es_iat_sex_age_order_implicit_resid,0.25,312
Norway,es_iat_sex_age_order_implicit_resid,0.5,130
Norway,es_iat_sex_age_order_implicit_resid,0.75,24
Norway,es_iat_sex_age_order_implicit_resid,1,3
Norway,explicit_dif,-6,1
Norway,explicit_dif,-3,3
Norway,explicit_dif,-2,7
Norway,explicit_dif,-1,16
Norway,explicit_dif,0,398
Norway,explicit_dif,1,362
Norway,explicit_dif,2,376
Norway,explicit_dif,3,78
Norway,explicit_dif,4,69
Norway,explicit_dif,5,13
Norway,explicit_dif,6,13
Norway,explicit_dif,NA,21
Norway,overall_iat_D_score,-1.25,1
Norway,overall_iat_D_score,-0.75,1
Norway,overall_iat_D_score,-0.5,25
Norway,overall_iat_D_score,-0.25,96
Norway,overall_iat_D_score,0,223
Norway,overall_iat_D_score,0.25,331
Norway,overall_iat_D_score,0.5,366
Norway,overall_iat_D_score,0.75,240
Norway,overall_iat_D_score,1,60
Norway,overall_iat_D_score,1.25,14
Philippines,es_iat_sex_age_order_explicit_resid,-7.5,2
Philippines,es_iat_sex_age_order_explicit_resid,-6.5,4
Philippines,es_iat_sex_age_order_explicit_resid,-5.5,3
Philippines,es_iat_sex_age_order_explicit_resid,-4.75,1
Philippines,es_iat_sex_age_order_explicit_resid,-4.5,7
Philippines,es_iat_sex_age_order_explicit_resid,-3.5,13
Philippines,es_iat_sex_age_order_explicit_resid,-2.5,25
Philippines,es_iat_sex_age_order_explicit_resid,-1.75,16
Philippines,es_iat_sex_age_order_explicit_resid,-1.5,313
Philippines,es_iat_sex_age_order_explicit_resid,-0.75,2
Philippines,es_iat_sex_age_order_explicit_resid,-0.5,145
Philippines,es_iat_sex_age_order_explicit_resid,0.25,7
Philippines,es_iat_sex_age_order_explicit_resid,0.5,153
Philippines,es_iat_sex_age_order_explicit_resid,1.25,1
Philippines,es_iat_sex_age_order_explicit_resid,1.5,95
Philippines,es_iat_sex_age_order_explicit_resid,2.25,5
Philippines,es_iat_sex_age_order_explicit_resid,2.5,81
Philippines,es_iat_sex_age_order_explicit_resid,3.25,3
Philippines,es_iat_sex_age_order_explicit_resid,3.5,37
Philippines,es_iat_sex_age_order_explicit_resid,4.5,31
Philippines,es_iat_sex_age_order_explicit_resid,NA,17
Philippines,es_iat_sex_age_order_implicit_resid,-1.25,3
Philippines,es_iat_sex_age_order_implicit_resid,-1,12
Philippines,es_iat_sex_age_order_implicit_resid,-0.75,35
Philippines,es_iat_sex_age_order_implicit_resid,-0.5,107
Philippines,es_iat_sex_age_order_implicit_resid,-0.25,239
Philippines,es_iat_sex_age_order_implicit_resid,-0,273
Philippines,es_iat_sex_age_order_implicit_resid,0.25,190
Philippines,es_iat_sex_age_order_implicit_resid,0.5,85
Philippines,es_iat_sex_age_order_implicit_resid,0.75,17
Philippines,explicit_dif,-6,2
Philippines,explicit_dif,-5,4
Philippines,explicit_dif,-4,3
Philippines,explicit_dif,-3,8
Philippines,explicit_dif,-2,13
Philippines,explicit_dif,-1,25
Philippines,explicit_dif,0,329
Philippines,explicit_dif,1,147
Philippines,explicit_dif,2,160
Philippines,explicit_dif,3,96
Philippines,explicit_dif,4,86
Philippines,explicit_dif,5,40
Philippines,explicit_dif,6,31
Philippines,explicit_dif,NA,17
Philippines,overall_iat_D_score,-1,1
Philippines,overall_iat_D_score,-0.75,7
Philippines,overall_iat_D_score,-0.5,23
Philippines,overall_iat_D_score,-0.25,56
Philippines,overall_iat_D_score,-0,178
Philippines,overall_iat_D_score,0.25,262
Philippines,overall_iat_D_score,0.5,239
Philippines,overall_iat_D_score,0.75,137
Philippines,overall_iat_D_score,1,54
Philippines,overall_iat_D_score,1.25,4
Poland,es_iat_sex_age_order_explicit_resid,-6.5,1
Poland,es_iat_sex_age_order_explicit_resid,-4.5,2
Poland,es_iat_sex_age_order_explicit_resid,-3.5,3
Poland,es_iat_sex_age_order_explicit_resid,-2.5,7
Poland,es_iat_sex_age_order_explicit_resid,-1.75,5
Poland,es_iat_sex_age_order_explicit_resid,-1.5,183
Poland,es_iat_sex_age_order_explicit_resid,-0.75,4
Poland,es_iat_sex_age_order_explicit_resid,-0.5,140
Poland,es_iat_sex_age_order_explicit_resid,0.25,6
Poland,es_iat_sex_age_order_explicit_resid,0.5,163
Poland,es_iat_sex_age_order_explicit_resid,1.25,3
Poland,es_iat_sex_age_order_explicit_resid,1.5,46
Poland,es_iat_sex_age_order_explicit_resid,2.5,58
Poland,es_iat_sex_age_order_explicit_resid,3.5,24
Poland,es_iat_sex_age_order_explicit_resid,4.5,10
Poland,es_iat_sex_age_order_explicit_resid,NA,15
Poland,es_iat_sex_age_order_implicit_resid,-1.25,1
Poland,es_iat_sex_age_order_implicit_resid,-1,5
Poland,es_iat_sex_age_order_implicit_resid,-0.75,27
Poland,es_iat_sex_age_order_implicit_resid,-0.5,68
Poland,es_iat_sex_age_order_implicit_resid,-0.25,138
Poland,es_iat_sex_age_order_implicit_resid,0,182
Poland,es_iat_sex_age_order_implicit_resid,0.25,168
Poland,es_iat_sex_age_order_implicit_resid,0.5,63
Poland,es_iat_sex_age_order_implicit_resid,0.75,18
Poland,explicit_dif,-5,1
Poland,explicit_dif,-3,2
Poland,explicit_dif,-2,3
Poland,explicit_dif,-1,7
Poland,explicit_dif,0,188
Poland,explicit_dif,1,144
Poland,explicit_dif,2,169
Poland,explicit_dif,3,49
Poland,explicit_dif,4,58
Poland,explicit_dif,5,24
Poland,explicit_dif,6,10
Poland,explicit_dif,NA,15
Poland,overall_iat_D_score,-0.75,2
Poland,overall_iat_D_score,-0.5,10
Poland,overall_iat_D_score,-0.25,64
Poland,overall_iat_D_score,0,93
Poland,overall_iat_D_score,0.25,158
Poland,overall_iat_D_score,0.5,173
Poland,overall_iat_D_score,0.75,131
Poland,overall_iat_D_score,1,33
Poland,overall_iat_D_score,1.25,6
Republic of Korea,es_iat_sex_age_order_explicit_resid,-6.5,1
Republic of Korea,es_iat_sex_age_order_explicit_resid,-5.75,1
Republic of Korea,es_iat_sex_age_order_explicit_resid,-5.5,1
Republic of Korea,es_iat_sex_age_order_explicit_resid,-4.5,5
Republic of Korea,es_iat_sex_age_order_explicit_resid,-3.5,8
Republic of Korea,es_iat_sex_age_order_explicit_resid,-2.75,2
Republic of Korea,es_iat_sex_age_order_explicit_resid,-2.5,26
Republic of Korea,es_iat_sex_age_order_explicit_resid,-1.75,13
Republic of Korea,es_iat_sex_age_order_explicit_resid,-1.5,230
Republic of Korea,es_iat_sex_age_order_explicit_resid,-0.75,7
Republic of Korea,es_iat_sex_age_order_explicit_resid,-0.5,162
Republic of Korea,es_iat_sex_age_order_explicit_resid,0.25,5
Republic of Korea,es_iat_sex_age_order_explicit_resid,0.5,155
Republic of Korea,es_iat_sex_age_order_explicit_resid,1.25,2
Republic of Korea,es_iat_sex_age_order_explicit_resid,1.5,78
Republic of Korea,es_iat_sex_age_order_explicit_resid,2.25,2
Republic of Korea,es_iat_sex_age_order_explicit_resid,2.5,72
Republic of Korea,es_iat_sex_age_order_explicit_resid,3.25,1
Republic of Korea,es_iat_sex_age_order_explicit_resid,3.5,20
Republic of Korea,es_iat_sex_age_order_explicit_resid,4.25,1
Republic of Korea,es_iat_sex_age_order_explicit_resid,4.5,14
Republic of Korea,es_iat_sex_age_order_explicit_resid,NA,48
Republic of Korea,es_iat_sex_age_order_implicit_resid,-1.25,1
Republic of Korea,es_iat_sex_age_order_implicit_resid,-1,5
Republic of Korea,es_iat_sex_age_order_implicit_resid,-0.75,28
Republic of Korea,es_iat_sex_age_order_implicit_resid,-0.5,95
Republic of Korea,es_iat_sex_age_order_implicit_resid,-0.25,167
Republic of Korea,es_iat_sex_age_order_implicit_resid,0,233
Republic of Korea,es_iat_sex_age_order_implicit_resid,0.25,214
Republic of Korea,es_iat_sex_age_order_implicit_resid,0.5,83
Republic of Korea,es_iat_sex_age_order_implicit_resid,0.75,27
Republic of Korea,es_iat_sex_age_order_implicit_resid,1,1
Republic of Korea,explicit_dif,-5,1
Republic of Korea,explicit_dif,-4,2
Republic of Korea,explicit_dif,-3,5
Republic of Korea,explicit_dif,-2,8
Republic of Korea,explicit_dif,-1,28
Republic of Korea,explicit_dif,0,243
Republic of Korea,explicit_dif,1,169
Republic of Korea,explicit_dif,2,160
Republic of Korea,explicit_dif,3,80
Republic of Korea,explicit_dif,4,74
Republic of Korea,explicit_dif,5,21
Republic of Korea,explicit_dif,6,15
Republic of Korea,explicit_dif,NA,48
Republic of Korea,overall_iat_D_score,-1,1
Republic of Korea,overall_iat_D_score,-0.75,2
Republic of Korea,overall_iat_D_score,-0.5,13
Republic of Korea,overall_iat_D_score,-0.25,63
Republic of Korea,overall_iat_D_score,-0,133
Republic of Korea,overall_iat_D_score,0.25,199
Republic of Korea,overall_iat_D_score,0.5,242
Republic of Korea,overall_iat_D_score,0.75,141
Republic of Korea,overall_iat_D_score,1,53
Republic of Korea,overall_iat_D_score,1.25,7
Romania,es_iat_sex_age_order_explicit_resid,-4.5,4
Romania,es_iat_sex_age_order_explicit_resid,-3.5,3
Romania,es_iat_sex_age_order_explicit_resid,-2.5,11
Romania,es_iat_sex_age_order_explicit_resid,-1.75,3
Romania,es_iat_sex_age_order_explicit_resid,-1.5,129
Romania,es_iat_sex_age_order_explicit_resid,-0.75,2
Romania,es_iat_sex_age_order_explicit_resid,-0.5,102
Romania,es_iat_sex_age_order_explicit_resid,0.25,1
Romania,es_iat_sex_age_order_explicit_resid,0.5,105
Romania,es_iat_sex_age_order_explicit_resid,1.25,1
Romania,es_iat_sex_age_order_explicit_resid,1.5,33
Romania,es_iat_sex_age_order_explicit_resid,2.25,2
Romania,es_iat_sex_age_order_explicit_resid,2.5,35
Romania,es_iat_sex_age_order_explicit_resid,3.5,27
Romania,es_iat_sex_age_order_explicit_resid,4.5,15
Romania,es_iat_sex_age_order_explicit_resid,NA,8
Romania,es_iat_sex_age_order_implicit_resid,-1,2
Romania,es_iat_sex_age_order_implicit_resid,-0.75,11
Romania,es_iat_sex_age_order_implicit_resid,-0.5,58
Romania,es_iat_sex_age_order_implicit_resid,-0.25,85
Romania,es_iat_sex_age_order_implicit_resid,0,144
Romania,es_iat_sex_age_order_implicit_resid,0.25,120
Romania,es_iat_sex_age_order_implicit_resid,0.5,47
Romania,es_iat_sex_age_order_implicit_resid,0.75,12
Romania,es_iat_sex_age_order_implicit_resid,1,2
Romania,explicit_dif,-3,4
Romania,explicit_dif,-2,3
Romania,explicit_dif,-1,11
Romania,explicit_dif,0,132
Romania,explicit_dif,1,104
Romania,explicit_dif,2,106
Romania,explicit_dif,3,34
Romania,explicit_dif,4,37
Romania,explicit_dif,5,27
Romania,explicit_dif,6,15
Romania,explicit_dif,NA,8
Romania,overall_iat_D_score,-0.75,1
Romania,overall_iat_D_score,-0.5,8
Romania,overall_iat_D_score,-0.25,19
Romania,overall_iat_D_score,-0,81
Romania,overall_iat_D_score,0.25,117
Romania,overall_iat_D_score,0.5,132
Romania,overall_iat_D_score,0.75,92
Romania,overall_iat_D_score,1,28
Romania,overall_iat_D_score,1.25,3
Singapore,es_iat_sex_age_order_explicit_resid,-6.75,1
Singapore,es_iat_sex_age_order_explicit_resid,-6.5,1
Singapore,es_iat_sex_age_order_explicit_resid,-5.5,2
Singapore,es_iat_sex_age_order_explicit_resid,-4.5,6
Singapore,es_iat_sex_age_order_explicit_resid,-3.5,17
Singapore,es_iat_sex_age_order_explicit_resid,-2.75,1
Singapore,es_iat_sex_age_order_explicit_resid,-2.5,35
Singapore,es_iat_sex_age_order_explicit_resid,-1.75,54
Singapore,es_iat_sex_age_order_explicit_resid,-1.5,629
Singapore,es_iat_sex_age_order_explicit_resid,-0.75,26
Singapore,es_iat_sex_age_order_explicit_resid,-0.5,454
Singapore,es_iat_sex_age_order_explicit_resid,0.25,28
Singapore,es_iat_sex_age_order_explicit_resid,0.5,608
Singapore,es_iat_sex_age_order_explicit_resid,1.25,13
Singapore,es_iat_sex_age_order_explicit_resid,1.5,253
Singapore,es_iat_sex_age_order_explicit_resid,2.25,25
Singapore,es_iat_sex_age_order_explicit_resid,2.5,287
Singapore,es_iat_sex_age_order_explicit_resid,3.25,7
Singapore,es_iat_sex_age_order_explicit_resid,3.5,108
Singapore,es_iat_sex_age_order_explicit_resid,4.25,4
Singapore,es_iat_sex_age_order_explicit_resid,4.5,77
Singapore,es_iat_sex_age_order_explicit_resid,NA,47
Singapore,es_iat_sex_age_order_implicit_resid,-1.25,5
Singapore,es_iat_sex_age_order_implicit_resid,-1,29
Singapore,es_iat_sex_age_order_implicit_resid,-0.75,85
Singapore,es_iat_sex_age_order_implicit_resid,-0.5,278
Singapore,es_iat_sex_age_order_implicit_resid,-0.25,553
Singapore,es_iat_sex_age_order_implicit_resid,-0,746
Singapore,es_iat_sex_age_order_implicit_resid,0.25,645
Singapore,es_iat_sex_age_order_implicit_resid,0.5,282
Singapore,es_iat_sex_age_order_implicit_resid,0.75,55
Singapore,es_iat_sex_age_order_implicit_resid,1,5
Singapore,explicit_dif,-5,2
Singapore,explicit_dif,-4,2
Singapore,explicit_dif,-3,6
Singapore,explicit_dif,-2,17
Singapore,explicit_dif,-1,36
Singapore,explicit_dif,0,683
Singapore,explicit_dif,1,480
Singapore,explicit_dif,2,636
Singapore,explicit_dif,3,266
Singapore,explicit_dif,4,312
Singapore,explicit_dif,5,115
Singapore,explicit_dif,6,81
Singapore,explicit_dif,NA,47
Singapore,overall_iat_D_score,-1,1
Singapore,overall_iat_D_score,-0.75,15
Singapore,overall_iat_D_score,-0.5,52
Singapore,overall_iat_D_score,-0.25,186
Singapore,overall_iat_D_score,-0,420
Singapore,overall_iat_D_score,0.25,628
Singapore,overall_iat_D_score,0.5,714
Singapore,overall_iat_D_score,0.75,508
Singapore,overall_iat_D_score,1,141
Singapore,overall_iat_D_score,1.25,18
South Africa,es_iat_sex_age_order_explicit_resid,-7.5,1
South Africa,es_iat_sex_age_order_explicit_resid,-5.5,1
South Africa,es_iat_sex_age_order_explicit_resid,-4.5,4
South Africa,es_iat_sex_age_order_explicit_resid,-3.75,1
South Africa,es_iat_sex_age_order_explicit_resid,-3.5,1
South Africa,es_iat_sex_age_order_explicit_resid,-2.5,14
South Africa,es_iat_sex_age_order_explicit_resid,-1.75,13
South Africa,es_iat_sex_age_order_explicit_resid,-1.5,190
South Africa,es_iat_sex_age_order_explicit_resid,-0.75,10
South Africa,es_iat_sex_age_order_explicit_resid,-0.5,112
South Africa,es_iat_sex_age_order_explicit_resid,0.25,14
South Africa,es_iat_sex_age_order_explicit_resid,0.5,123
South Africa,es_iat_sex_age_order_explicit_resid,1.25,3
South Africa,es_iat_sex_age_order_explicit_resid,1.5,61
South Africa,es_iat_sex_age_order_explicit_resid,2.25,4
South Africa,es_iat_sex_age_order_explicit_resid,2.5,73
South Africa,es_iat_sex_age_order_explicit_resid,3.5,31
