"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","PHL","Philippines","2017","2017",1.36026,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","MEX","Mexico","2013","2013",3.06659,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","MEX","Mexico","2014","2014",2.85403,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","MEX","Mexico","2015","2015",2.29525,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","MEX","Mexico","2016","2016",2.19876,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","ERI","Eritrea","2016","2016",7.2479,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","ARE","United Arab Emirates","2012","2012",0.54381,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","ARE","United Arab Emirates","2013","2013",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","ARE","United Arab Emirates","2015","2015",0.01309,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","ARE","United Arab Emirates","2016","2016",0.06206,,
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","USA","United States of America","2012","2012",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","USA","United States of America","2013","2013",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","USA","United States of America","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","USA","United States of America","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK_M","Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)","USA","United States of America","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","DNK","Denmark","2012","2012",9.47396,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","DNK","Denmark","2013","2013",9.1618,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","DNK","Denmark","2014","2014",8.93311,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","DNK","Denmark","2015","2015",11.09065,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","DNK","Denmark","2016","2016",12.03823,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","AND","Andorra","2012","2012",8.53659,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","AND","Andorra","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","AND","Andorra","2016","2016",1.25,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","AND","Andorra","2017","2017",1.36986,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","CUB","Cuba","2016","2016",3.79158,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","ECU","Ecuador","2014","2014",4.00487,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","ECU","Ecuador","2015","2015",5.09245,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","ECU","Ecuador","2016","2016",4.4682,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","PRI","Puerto Rico","2012","2012",3.34722,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","PRI","Puerto Rico","2014","2014",2.72262,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","PRI","Puerto Rico","2015","2015",2.72262,,
"FOSGP_5T8_F700_M","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)","LAO","Lao People's Democratic Republic","2012","2012",13.18192,,
"FOSGP_5T8_F700_M","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)","LAO","Lao People's Democratic Republic","2015","2015",10.84231,,
"FOSGP_5T8_F700_M","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)","LAO","Lao People's Democratic Republic","2016","2016",11.92384,,
"FOSGP_5T8_F700_M","Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)","LAO","Lao People's Democratic Republic","2017","2017",16.38132,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","ESP","Spain","2012","2012",8.92326,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","ESP","Spain","2013","2013",9.94874,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","ESP","Spain","2014","2014",9.30606,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","ESP","Spain","2015","2015",9.44088,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","ESP","Spain","2016","2016",9.60663,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","ALB","Albania","2015","2015",5.30884,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","ALB","Albania","2016","2016",4.70029,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","ALB","Albania","2017","2017",4.96119,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CHL","Chile","2012","2012",1.32059,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CHL","Chile","2013","2013",4.36281,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CHL","Chile","2014","2014",1.2816,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CHL","Chile","2015","2015",1.17461,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CHL","Chile","2016","2016",1.19866,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","AUT","Austria","2012","2012",4.20401,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","AUT","Austria","2013","2013",3.9939,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","AUT","Austria","2014","2014",4.45347,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","AUT","Austria","2015","2015",4.01727,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","AUT","Austria","2016","2016",4.05058,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","GTM","Guatemala","2014","2014",0.83646,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","GTM","Guatemala","2015","2015",0.7215,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ROU","Romania","2013","2013",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ROU","Romania","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ROU","Romania","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ROU","Romania","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","BRA","Brazil","2012","2012",2.71788,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","BRA","Brazil","2014","2014",3.61402,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","BRA","Brazil","2015","2015",3.44512,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","BRA","Brazil","2016","2016",3.51469,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","TUR","Turkey","2012","2012",40.29567,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","TUR","Turkey","2014","2014",38.29335,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","NOR","Norway","2012","2012",12.19016,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","NOR","Norway","2013","2013",11.30097,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","NOR","Norway","2014","2014",11.10762,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","NOR","Norway","2015","2015",11.34365,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","NOR","Norway","2016","2016",11.23036,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","UKR","Ukraine","2012","2012",3.15542,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","UKR","Ukraine","2015","2015",2.54184,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","UKR","Ukraine","2016","2016",2.50497,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","UKR","Ukraine","2017","2017",2.99048,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","HRV","Croatia","2012","2012",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","HRV","Croatia","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","HRV","Croatia","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","HRV","Croatia","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ITA","Italy","2012","2012",4.73725,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ITA","Italy","2013","2013",3.23812,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ITA","Italy","2014","2014",0.90636,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ITA","Italy","2015","2015",9.39997,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","ITA","Italy","2016","2016",9.47201,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","SDN","Sudan","2012","2012",11.27899,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","SDN","Sudan","2015","2015",22.50152,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","KGZ","Kyrgyzstan","2012","2012",2.54143,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","KGZ","Kyrgyzstan","2015","2015",2.10354,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","KGZ","Kyrgyzstan","2016","2016",2.25988,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","KGZ","Kyrgyzstan","2017","2017",2.99062,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","NER","Niger","2015","2015",1.35856,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","NER","Niger","2017","2017",2.03307,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","MLT","Malta","2013","2013",9.0192,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","MLT","Malta","2014","2014",9.55657,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","MLT","Malta","2015","2015",8.47458,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","MLT","Malta","2016","2016",5.05164,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","NZL","New Zealand","2012","2012",7.02046,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","NZL","New Zealand","2013","2013",7.1461,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","NZL","New Zealand","2014","2014",7.59108,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","NZL","New Zealand","2015","2015",7.6299,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","NZL","New Zealand","2016","2016",7.41913,,
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","MDG","Madagascar","2013","2013",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","MDG","Madagascar","2014","2014",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","MDG","Madagascar","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_FUK","Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)","MDG","Madagascar","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","FIN","Finland","2012","2012",17.4526,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","FIN","Finland","2013","2013",17.58074,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","FIN","Finland","2014","2014",17.55192,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","FIN","Finland","2015","2015",17.29122,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","FIN","Finland","2016","2016",17.27057,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","VNM","Viet Nam","2012","2012",30.07274,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","VNM","Viet Nam","2015","2015",23.81744,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","VNM","Viet Nam","2016","2016",25.6235,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","BMU","Bermuda","2012","2012",37.16814,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","BMU","Bermuda","2015","2015",26.31579,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","BMU","Bermuda","2017","2017",33.57664,,
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","GEO","Georgia","2012","2012",8.20959,,
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","GEO","Georgia","2016","2016",11.0852,,
"FOSGP_5T8_F500_F","Percentage of female graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)","GEO","Georgia","2017","2017",12.12521,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ECU","Ecuador","2014","2014",2.28559,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ECU","Ecuador","2015","2015",2.62615,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ECU","Ecuador","2016","2016",2.87279,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","CUB","Cuba","2016","2016",0.77434,,
"FOSGP_5T8_F300_M","Percentage of male graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male  (%)","NIU","Niue","2016","2016",,"a","Category not applicable"
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","GRC","Greece","2012","2012",10.68096,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","GRC","Greece","2013","2013",12.92359,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","GRC","Greece","2014","2014",12.71579,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","GRC","Greece","2016","2016",12.21668,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","AGO","Angola","2015","2015",29.41176,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","POL","Poland","2012","2012",29.0234,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","POL","Poland","2013","2013",28.35674,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","POL","Poland","2014","2014",27.2923,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","POL","Poland","2015","2015",24.62326,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","POL","Poland","2016","2016",25.29902,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","EST","Estonia","2012","2012",10.13169,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","EST","Estonia","2013","2013",9.15868,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","EST","Estonia","2014","2014",9.92701,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","EST","Estonia","2015","2015",10.21837,,
"FOSGP_5T8_F200_M","Percentage of male graduates from tertiary education graduating from Arts and Humanities programmes, male  (%)","EST","Estonia","2016","2016",9.39615,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ITA","Italy","2012","2012",6.78773,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ITA","Italy","2013","2013",7.01868,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ITA","Italy","2014","2014",6.83743,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ITA","Italy","2015","2015",7.36285,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","ITA","Italy","2016","2016",7.52146,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","MAC","China, Macao Special Administrative Region","2012","2012",0.79474,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","MAC","China, Macao Special Administrative Region","2015","2015",0.6371,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","MAC","China, Macao Special Administrative Region","2016","2016",0.7715,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","MAC","China, Macao Special Administrative Region","2017","2017",1.06976,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","KOR","Republic of Korea","2015","2015",2.14262,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","KOR","Republic of Korea","2016","2016",2.17408,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","NOR","Norway","2012","2012",0.96591,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","NOR","Norway","2013","2013",0.74816,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","NOR","Norway","2014","2014",0.84412,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","NOR","Norway","2015","2015",0.93507,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","NOR","Norway","2016","2016",0.67935,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","ROU","Romania","2013","2013",3.19614,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","ROU","Romania","2014","2014",3.10211,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","ROU","Romania","2015","2015",5.71249,,
"FOSGP_5T8_F800_M","Percentage of male graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)","ROU","Romania","2016","2016",5.75453,,
"FOSGP_5T8_FUK_F","Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)","KHM","Cambodia","2015","2015",0.604,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","BEL","Belgium","2012","2012",10.71283,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","BEL","Belgium","2013","2013",11.13604,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","BEL","Belgium","2014","2014",10.74327,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","BEL","Belgium","2015","2015",10.97241,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","BEL","Belgium","2016","2016",10.02929,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","CRI","Costa Rica","2015","2015",7.42313,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","CRI","Costa Rica","2016","2016",5.25559,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","CRI","Costa Rica","2017","2017",7.8331,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","BHR","Bahrain","2015","2015",5.18362,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","BHR","Bahrain","2016","2016",11.14537,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","BHR","Bahrain","2017","2017",7.68233,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","MYS","Malaysia","2012","2012",23.37853,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","MYS","Malaysia","2015","2015",23.10132,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","SWZ","Eswatini","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","PAN","Panama","2014","2014",3.43762,,
