word,language,gender,translation_id,word_id,translation,translation_type
doctor/physician,tagalog,F,t2,w1,manggagamot,single
professor,tagalog,F,t2,w1,propesor,single
governor,tagalog,F,t2,w1,tagapamahala,single
judge,tagalog,F,t2,w1,huwes,single
sailor,tagalog,F,t2,w1,manlalayag,single
mechanic,tagalog,F,t2,w1,maninigmo,single
firefighter,tagalog,F,t2,w1,bombero,single
nurse,turkish,F,t2,w1,hastabakici,single
secretary,turkish,F,t2,w1,yazman,single
waiter,turkish,F,t2,w1,bayan_garson,concatenated_multi
author,turkish,F,t2,w1,bayan_yazar,concatenated_multi
doctor/physician,turkish,F,t2,w1,hekim,single
sailor,turkish,F,t2,w1,gemici,single
dancer,chinese,F,t2,w1,舞蹈演员,single
singer,chinese,F,t2,w1,歌唱家,single
cleaner,chinese,F,t2,w1,环卫工,single
author,chinese,F,t2,w1,作者,single
nurse,german,F,t2,w1,krankenschwester,single
cleaner,german,F,t2,w1,reinigungskraft,single
secretary,german,F,t2,w1,geschäftsführerin,single
waiter,german,F,t2,w1,kellnerin,single
author,german,F,t2,w1,autorin,single
athlete,german,F,t2,w1,athletin,single
lawyer,german,F,t2,w1,juristin,single
sailor,german,F,t2,w1,seglerin,single
postman/postwoman,german,F,t2,w1,postbotin,single
professor,dutch,M,t3,w1,meester,single
sailor,dutch,M,t3,w1,matroos,single
waiter,norwegian,M,t3,w1,kelner,single
lawyer,norwegian,M,t3,w1,advokat,single
doctor/physician,tagalog,M,t3,w1,mediko,single
professor,tagalog,M,t3,w1,katedratiko,single
sailor,tagalog,M,t3,w1,marinero,single
lawyer,german,M,t3,w1,anwalt,single
sailor,german,M,t3,w1,segler,single
athlete,dutch,F,t3,w1,atleet,single
professor,dutch,F,t3,w1,juf,single
sailor,dutch,F,t3,w1,matroos,single
waiter,norwegian,F,t3,w1,kelner,single
lawyer,norwegian,F,t3,w1,advokat,single
doctor/physician,tagalog,F,t3,w1,mediko,single
professor,tagalog,F,t3,w1,katedratiko,single
sailor,tagalog,F,t3,w1,marinero,single
lawyer,german,F,t3,w1,anwältin,single
sailor,german,F,t3,w1,seefahrerin,single
sailor,tagalog,M,t4,w1,marino,single
sailor,german,M,t4,w1,seefahrer,single
athlete,dutch,F,t4,w1,sporter,single
sailor,tagalog,F,t4,w1,marino,single
professor,arabic,M,t1,w2,دكتور_جامعى,concatenated_multi
governor,arabic,M,t1,w2,محافظ_حاكم,concatenated_multi
postman/postwoman,arabic,M,t1,w2,ساعي_البريد,concatenated_multi
firefighter,arabic,M,t1,w2,رجال_الاطفاء,concatenated_multi
dancer,farsi,M,t1,w2,رقاص،_رقصگر،_رامشگر,concatenated_multi
cleaner,farsi,M,t1,w2,کلفت_خانه,concatenated_multi
journalist,farsi,M,t1,w2,روزنامه_نگار,concatenated_multi
lawyer,farsi,M,t1,w2,وکیل_دادگستری,concatenated_multi
postman/postwoman,farsi,M,t1,w2,نامه_رسان,concatenated_multi
firefighter,farsi,M,t1,w2,مامور_آتش_نشانی,concatenated_multi
cleaner,french,M,t1,w2,HOMME_DE_MÉNAGE,concatenated_multi
lawyer,hebrew,M,t1,w2,עורך_דין,concatenated_multi
firefighter,hindi,M,t1,w2,अग्निशमन_कर्मचारी,concatenated_multi
nurse,"Serbian (latin)
",M,t1,w2,MEDICINSKA_SESTRA,concatenated_multi
nurse,serbian (cyrillic),M,t1,w2,МЕДИЦИНСКА_СЕСТРА,concatenated_multi
cleaner,indonesian,M,t1,w2,PETUGAS_KEBERSIHAN,concatenated_multi
baker,indonesian,M,t1,w2,TUKANG_ROTI,concatenated_multi
postman/postwoman,indonesian,M,t1,w2,TUKANG_POS,concatenated_multi
firefighter,indonesian,M,t1,w2,PETUGAS_PEMADAM_KEBAKARAN,concatenated_multi
baker,malay,M,t1,w2,PEMBAKAR_ROTI,concatenated_multi
firefighter,malay,M,t1,w2,AHLI_BOMBA,concatenated_multi
singer,tagalog,M,t1,w2,MANG_AAWIT,concatenated_multi
postman/postwoman,zulu,M,t1,w2,OKUTHWALA_IMEYILI,concatenated_multi
professor,arabic,F,t1,w2,دكتور_جامعى,concatenated_multi
governor,arabic,F,t1,w2,محافظ_حاكم,concatenated_multi
postman/postwoman,arabic,F,t1,w2,ساعي_البريد,concatenated_multi
firefighter,arabic,F,t1,w2,رجال_الاطفاء,concatenated_multi
dancer,farsi,F,t1,w2,رقاص،_رقصگر،_رامشگر,concatenated_multi
cleaner,farsi,F,t1,w2,کلفت_خانه,concatenated_multi
journalist,farsi,F,t1,w2,روزنامه_نگار,concatenated_multi
lawyer,farsi,F,t1,w2,وکیل_دادگستری,concatenated_multi
postman/postwoman,farsi,F,t1,w2,نامه_رسان,concatenated_multi
firefighter,farsi,F,t1,w2,مامور_آتش_نشانی,concatenated_multi
cleaner,french,F,t1,w2,FEMME_DE_MÉNAGE,concatenated_multi
lawyer,hebrew,F,t1,w2,עורכת_דין,concatenated_multi
waiter,hindi,F,t1,w2,महिला_बैरा,concatenated_multi
firefighter,hindi,F,t1,w2,अग्निशमन_कर्मचारी,concatenated_multi
cleaner,indonesian,F,t1,w2,PETUGAS_KEBERSIHAN,concatenated_multi
baker,indonesian,F,t1,w2,TUKANG_ROTI,concatenated_multi
postman/postwoman,indonesian,F,t1,w2,TUKANG_POS,concatenated_multi
firefighter,indonesian,F,t1,w2,PETUGAS_PEMADAM_KEBAKARAN,concatenated_multi
baker,malay,F,t1,w2,PEMBAKAR_ROTI,concatenated_multi
firefighter,malay,F,t1,w2,AHLI_BOMBA,concatenated_multi
cleaner,romanian,F,t1,w2,FEMEIE_DE_SERVICIU,concatenated_multi
singer,tagalog,F,t1,w2,MANG_AAWIT,concatenated_multi
postman/postwoman,zulu,F,t1,w2,OKUTHWALA_IMEYILI,concatenated_multi
cleaner,italian,M,t2,w2,ADETTO_ALLE_PULIZIE,concatenated_multi
nurse,swedish,M,t2,w2,MANLIG_SJUKSKOTERSKA,concatenated_multi
cleaner,italian,F,t2,w2,ADDETTA_ALLE_PULIZIE,concatenated_multi
waiter,turkish,F,t2,w2,BAYAN_GARSON,concatenated_multi
author,turkish,F,t2,w2,BAYAN_YAZAR,concatenated_multi
professor,arabic,M,t1,w1,دكتور,separate_multi
governor,arabic,M,t1,w1,محافظ,separate_multi
postman/postwoman,arabic,M,t1,w1,ساعي,separate_multi
firefighter,arabic,M,t1,w1,رجال,separate_multi
dancer,farsi,M,t1,w1,رقاص،,separate_multi
cleaner,farsi,M,t1,w1,کلفت,separate_multi
journalist,farsi,M,t1,w1,روزنامه,separate_multi
lawyer,farsi,M,t1,w1,وکیل,separate_multi
postman/postwoman,farsi,M,t1,w1,نامه,separate_multi
firefighter,farsi,M,t1,w1,مامور,separate_multi
cleaner,french,M,t1,w1,homme,separate_multi
lawyer,hebrew,M,t1,w1,עורך,separate_multi
firefighter,hindi,M,t1,w1,अग्निशमन,separate_multi
nurse,"Serbian (latin)
",M,t1,w1,medicinska,separate_multi
nurse,serbian (cyrillic),M,t1,w1,медицинска,separate_multi
cleaner,indonesian,M,t1,w1,petugas,separate_multi
baker,indonesian,M,t1,w1,tukang,separate_multi
postman/postwoman,indonesian,M,t1,w1,tukang,separate_multi
firefighter,indonesian,M,t1,w1,petugas,separate_multi
baker,malay,M,t1,w1,pembakar,separate_multi
firefighter,malay,M,t1,w1,ahli,separate_multi
singer,tagalog,M,t1,w1,mang,separate_multi
postman/postwoman,zulu,M,t1,w1,okuthwala,separate_multi
professor,arabic,F,t1,w1,دكتور,separate_multi
governor,arabic,F,t1,w1,محافظ,separate_multi
postman/postwoman,arabic,F,t1,w1,ساعي,separate_multi
firefighter,arabic,F,t1,w1,رجال,separate_multi
dancer,farsi,F,t1,w1,رقاص،,separate_multi
cleaner,farsi,F,t1,w1,کلفت,separate_multi
journalist,farsi,F,t1,w1,روزنامه,separate_multi
lawyer,farsi,F,t1,w1,وکیل,separate_multi
postman/postwoman,farsi,F,t1,w1,نامه,separate_multi
firefighter,farsi,F,t1,w1,مامور,separate_multi
cleaner,french,F,t1,w1,femme,separate_multi
lawyer,hebrew,F,t1,w1,עורכת,separate_multi
waiter,hindi,F,t1,w1,महिला,separate_multi
firefighter,hindi,F,t1,w1,अग्निशमन,separate_multi
cleaner,indonesian,F,t1,w1,petugas,separate_multi
baker,indonesian,F,t1,w1,tukang,separate_multi
postman/postwoman,indonesian,F,t1,w1,tukang,separate_multi
firefighter,indonesian,F,t1,w1,petugas,separate_multi
baker,malay,F,t1,w1,pembakar,separate_multi
firefighter,malay,F,t1,w1,ahli,separate_multi
cleaner,romanian,F,t1,w1,femeie,separate_multi
singer,tagalog,F,t1,w1,mang,separate_multi
postman/postwoman,zulu,F,t1,w1,okuthwala,separate_multi
cleaner,italian,M,t2,w1,adetto,separate_multi
nurse,swedish,M,t2,w1,manlig,separate_multi
cleaner,italian,F,t2,w1,addetta,separate_multi
waiter,turkish,F,t2,w1,bayan,separate_multi
author,turkish,F,t2,w1,bayan,separate_multi
professor,arabic,M,t1,w2,جامعى,separate_multi
governor,arabic,M,t1,w2,حاكم,separate_multi
postman/postwoman,arabic,M,t1,w2,البريد,separate_multi
firefighter,arabic,M,t1,w2,الاطفاء,separate_multi
dancer,farsi,M,t1,w2,رقصگر،,separate_multi
cleaner,farsi,M,t1,w2,خانه,separate_multi
journalist,farsi,M,t1,w2,نگار,separate_multi
lawyer,farsi,M,t1,w2,دادگستری,separate_multi
postman/postwoman,farsi,M,t1,w2,رسان,separate_multi
firefighter,farsi,M,t1,w2,آتش,separate_multi
cleaner,french,M,t1,w2,de,separate_multi
lawyer,hebrew,M,t1,w2,דין,separate_multi
firefighter,hindi,M,t1,w2,कर्मचारी,separate_multi
nurse,"Serbian (latin)
",M,t1,w2,sestra,separate_multi
nurse,serbian (cyrillic),M,t1,w2,сестра,separate_multi
cleaner,indonesian,M,t1,w2,kebersihan,separate_multi
baker,indonesian,M,t1,w2,roti,separate_multi
postman/postwoman,indonesian,M,t1,w2,pos,separate_multi
firefighter,indonesian,M,t1,w2,pemadam,separate_multi
baker,malay,M,t1,w2,roti,separate_multi
firefighter,malay,M,t1,w2,bomba,separate_multi
singer,tagalog,M,t1,w2,aawit,separate_multi
postman/postwoman,zulu,M,t1,w2,imeyili,separate_multi
professor,arabic,F,t1,w2,جامعى,separate_multi
governor,arabic,F,t1,w2,حاكم,separate_multi
postman/postwoman,arabic,F,t1,w2,البريد,separate_multi
firefighter,arabic,F,t1,w2,الاطفاء,separate_multi
dancer,farsi,F,t1,w2,رقصگر،,separate_multi
cleaner,farsi,F,t1,w2,خانه,separate_multi
journalist,farsi,F,t1,w2,نگار,separate_multi
lawyer,farsi,F,t1,w2,دادگستری,separate_multi
postman/postwoman,farsi,F,t1,w2,رسان,separate_multi
firefighter,farsi,F,t1,w2,آتش,separate_multi
cleaner,french,F,t1,w2,de,separate_multi
lawyer,hebrew,F,t1,w2,דין,separate_multi
waiter,hindi,F,t1,w2,बैरा,separate_multi
firefighter,hindi,F,t1,w2,कर्मचारी,separate_multi
cleaner,indonesian,F,t1,w2,kebersihan,separate_multi
baker,indonesian,F,t1,w2,roti,separate_multi
postman/postwoman,indonesian,F,t1,w2,pos,separate_multi
firefighter,indonesian,F,t1,w2,pemadam,separate_multi
baker,malay,F,t1,w2,roti,separate_multi
firefighter,malay,F,t1,w2,bomba,separate_multi
cleaner,romanian,F,t1,w2,de,separate_multi
singer,tagalog,F,t1,w2,aawit,separate_multi
postman/postwoman,zulu,F,t1,w2,imeyili,separate_multi
cleaner,italian,M,t2,w2,alle,separate_multi
nurse,swedish,M,t2,w2,sjukskoterska,separate_multi
cleaner,italian,F,t2,w2,alle,separate_multi
waiter,turkish,F,t2,w2,garson,separate_multi
author,turkish,F,t2,w2,yazar,separate_multi
dancer,farsi,M,t1,w3,رامشگر,separate_multi
firefighter,farsi,M,t1,w3,نشانی,separate_multi
cleaner,french,M,t1,w3,ménage,separate_multi
firefighter,indonesian,M,t1,w3,kebakaran,separate_multi
dancer,farsi,F,t1,w3,رامشگر,separate_multi
firefighter,farsi,F,t1,w3,نشانی,separate_multi
cleaner,french,F,t1,w3,ménage,separate_multi
firefighter,indonesian,F,t1,w3,kebakaran,separate_multi
cleaner,romanian,F,t1,w3,serviciu,separate_multi
cleaner,italian,M,t2,w3,pulizie,separate_multi
cleaner,italian,F,t2,w3,pulizie,separate_multi
